id,tweet,subtask_c
18318,@user the mother never moved i think i would have at least moved a arm a leg i mean something she is a idiot. why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind,IND
97413,@user @user she is a zombie.,IND
91976,@user @user @user i think it is a safe bet that donald is clueless on everything because he is ignorant &amp; lies so much. ivanka knows everything &amp; will flip on all of them to save her treasonous ass.,IND
56277,@user looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics,IND
49178,@user its amazing that these demorats are elected to any public office! their total disregard of the us constitution and due process is abhorrent. they hung this woman out to dry and the woman refuses to come foward and its the conservatives fault,GRP
43150,@user he too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the obama administration,IND
33366,@user medically treat  the addict and the mentally ill gun shooter for the medical cause 1st then no need for a wall or further gun control,IND
95923,@user @user @user @user @user what does it matter who i vote for..it’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”..stfu! lmao sleeping fools,GRP
11854,@user cnn is trash and everyone that has a brain knows it!,OTH
36350,@user please watch the story of welles crowther. he is a hero.  you are simply an asshole. be ashamed,IND
49813,@user she is such a witch.  all she needs is a broom,IND
18029,@user @user these conservatives are selfish and self serving. this isn’t the “trudeau plan”. the liberals are working with conservatives like mulroney and ambrose to solve this. it’s not a partisan issue.,GRP
68124,me too movement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. trump maga kavanaugh confirmation hearings,GRP
35983,@user and with right wingers its about white supremacy and neo naziism ? right?,GRP
86242,@user its like saying the brown shirts afe better than nazis because they pretended to be socialists.,OTH
75669,@user wtf have i missed here. my account was hacked and just got it back up and running. somebody care to explain what’s going on here.  am i right in saying that the guy who has been playing live saying he is dash berlin aka jeff ??? so what’s happened ???,OTH
56917,@user @user that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes,IND
11356,@user @user @user would help them but he is in his own sunken place..   @user  to the rescue ? http,IND
52625,@user you are a hypocritical hack. http,IND
14616,@user @user @user disclaimer: my views do not necessarily reflect the views of our potus &amp; all conservatives: ladies charged by nature to guard vagina. http,GRP
89474,@user @user @user @user @user @user liberals are so sensitive that they’ll believe the okay sign is racist  rolling on the floor laughing  face_with_tears_of_joy: rolling on the floor laughing  http,GRP
48143,@user @user bitch i know u see the rainbow inna bio face with tears of joy ,IND
21106,@user and people still buy their shit. why?,GRP
43620,@user if he’d just said “give me a lawyer asshole” they’d have given him dershowitz.,IND
45589,@user @user things had become easy for  liberals during the obama administration (liberals are screaming: damn truth i mean trump)!,GRP
74924,@user liberals are claustrophobic?  grimacing face ,GRP
90166,@user @user @user it's difficult to talk to liberals like you with a serious mental disorder read the book by michael savage liberalism is a mental disorder check it out on amazon,IND
37149,@user holder is a complete corrupt scum bag. i remember when he announced his is part of the resistance. which means he want to resist the people who voted for trump. can u imagine the people he would have hunted down and prosecuted if this happened to bone head obama,IND
11881,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user anarchists are left wing extremists. they stand with antifa.,IND
15892,"@user @user @user you are hilarious!  you keep defending that woman.  i have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  i like my crumbs"".  she needs people like you to support her though.""",IND
69022,@user ur fucken fake. i’m a fucken prize.,IND
76038,@user if kerry clown is actually doing it and admits he is and it's a crime. throw his ass in jail. he should be arrested...right ???,IND
89959,@user democrats are sick! back off &amp; let our president trump continue to help all americans!,GRP
82955,@user what do u expect from vile violent lying disgusting liberals,IND
27350,@user @user @user what a crap she is?.......total publicity seeker. since when  tearing apart the bhagwad gita is symbol    of changing india and why bhagwad gita .........if u have guts show here tearing apart kuran and bible too intellectual idiot,IND
20434,@user @user @user @user @user you are indeed an ewu so i won't trade words with you. anumanu.,IND
22492,@user you niggas spend on us and we get used to it. i hate to admit it but half the things my boyfriend does for me i can’t do for myself  face with tears of joy  face_with_tears_of_joy: face with tears of joy ,IND
79242,@user but the orange preferred to send the hospital boat away and now she is standing empty. it could have saved many people. fuck@user,IND
78539,@user @user worst takes ever.....a blatantly racist cartoon and your attempt at a defense.,GRP
85257,"@user @user @user @user politicians talk about racism, islamophobia, homophobia, rape, drug abuse etc etc......  do you not understand how fucking sick it is to ask jess if she's discussed with her children that complete strangers hate"" mummy.  i hope for your own sake that you are unwell.""",GRP
76044,after all the shit dez was talking about jerry and the cowboys he is a fucking clown ass dude if he go back,IND
57826,@user @user what do you expect from a man that claims he is the christ vicariously he's a liar and the leader of liar's serving his father the author of all lies.,IND
94232,@user @user @user @user @user not the point ~although it is  a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine.  rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing ,IND
24229,@user @user resign!!! you’re an idiot!!!  man facepalming  http,IND
58891,@user already pacing you side by side sir! i think she woke up after the election thinking she could now retire only to be the second biggest loser. she is holding off for hope in the mid-terms and will quit once that one vaporizes like a fart in a hurricane.,IND
10665,@user @user @user weak argument considering  -gop congressmen were shot at a baseball practice -people wearing maga hats are routinely attacked -antifa mobs commit violent acts wearing masks -etc.,GRP
69551,@user you know we will bitch stop talking like that we gotta paper to get nigga  smiling face with sunglasses  love-you_gesture_medium_skin_tone:,IND
42118,linda sars our is fake feminist she's pushing sharia law and anti semetic and liberals are buying it she was born in brooklyn to palestinian parent's whom are anti semetic and anti american proves that leopard can't change it's spots.  pc liberal wake up http,IND
16142,@user your bizarre spin attempts fail because no one trusts one sided zealots anymore. the spell is broken. we the people do not need people like you and your sick idea. cater to the loony left like your modern brown shirts antifa. leave normal people alone,IND
20222,@user @user touché...but wait till he flashes the white supremacist ok hand medium light skin tone sign letting his sound crew know he can hear himself in his ear piece. heads will roll... woman facepalming medium skin tone  man_facepalming_medium_skin_tone:,IND
86758,@user @user looks like he is urinating in the water,IND
99668,@user @user maga boy go donate to trump...he's looking for more gop suckers like you to cover up his porn stars...shhh don't let his wife know either,IND
92129,@user liberal dictionary: -illegal immigrants: dreamers -trump supporters: deplorable -ms-13 killers: human beings -human beings in the womb: not human beings -antifa: protestors -law abiding nra members: terrorists -bill clinton: feminist -brett kavanaugh: predator,GRP
89988,@user @user @user trump call them very find people so lets talk about groups like antifa and black life matter people that has form to fight hate groups y’all would like to apply some type of moral equivalency to hate groups and them just like ice was form to stop illegal immigrants we luv them,GRP
28169,@user maybe because you’ve provided a play form for hate groups with no criticism or criticism-lite while bashing antifa with zero analysis,GRP
10008,@user because they have a corrupt liberal government that steals from the people. liberals at work....,GRP
34128,@user internet sucks sometime,IND
36326,@user yeah but xenoblade sucks,IND
10009,@user @user @user @user did you attend governor abbott’s meetings on solving gun problems in school?? i guess not! i did! there were excellent discussions on using guns to protect &amp; defend! what’s your point? you stand for gun control &amp; 90% of real texans will not have their guns taken away!!,IND
45234,@user am i an ass or is it kinda weird char wore a shirt to wrestle the lesbian? i’m joking....but not really,IND
60091,@user cuz liberals are sick of cnn!!!!,GRP
59773,*screams @ own ass* im not gay you are http,IND
12084,@user over 30 years worth of background checks under different presidents and this one slipped through? kavanaugh confirmation kavanaugh withdraw kavanaugh scotus maga,IND
89906,@user hope they're brushed up on their very large negative numbers!,IND
98731,after the twitter purge was over and black nba twitter changed their accounts back from maga white folk http,GRP
25970,@user he should bash trump and that will change... liberals hate trump more than pedophiles.,IND
82108,@user he doesn’t know if he should slam manifort or suck up to him. he doesn’t know if he should worry about junior and kushner or not. he is mad as hell but knows that he can’t just fire mueller so he is busy puking in the bathroom now that he understands that asset seizure is a thing,IND
83469,@user @user @user it’s quite apparent she abhorres the constitution.  stupid woman.  she thinks she is so much better than anyone else.,IND
22260,@user @user @user @user do you like/love louis farrakhan because he is a racist or an anti semite? which one?,IND
90679,i just dont see myself ever supporting strict gun control. 2a liberals 4guns guns second amendment,GRP
30804,"@user feel free to use it. because unlike your ilk, we do not scream literal violence or use dramatic phrases like you are denying my right to exist wahh"". women like us can take your silliness without crying. knock yourself out :)""",GRP
91156,@user he needs to be placed naked in the stocks in stockholm while the swedish people sik heil his backside.,IND
71524,@user you don’t get it it all. women don’t like to come forward because of men like you. when they finally do come forward men like you either slut shame them or call them liars. men like you are shy a lot of victims remain silent.,GRP
80777,@user destroy america is more the 24/7 chant from all democrats including hillary.,GRP
42423,@user @user @user @user you are as nasty as he is,IND
17191,"@user why are you liberals, who are so quick to scream i'm a victim"", so clueless as to how our legal system works &amp; which law depts investigate which crimes? assault crimes are not what the fbi investigates, period. your ignorance on this matter is glaring &amp; you should be embarassed.""",IND
90804,@user @user hire american you pieces of trash!!!!! please!!!!!! and stop banning conservatives on your platforms please!!!!,GRP
64448,@user @user how many gun control measures did republicans shoot down in the house or senate during obama’s terms?  (hint: it’s in the triple digits.) bordering states with weak gun laws (wi &amp; in) make it easy for gangs to get guns into illinois.,GRP
28067,"@user the hollywood elites make fun of republicans, conservatives, christians, jesus, &amp; ex-crackheads. that's very funny, considering they consist of democrats, liberals, atheists, satanists, and current"" crackheads. and don't forget, the adulterers, pedophiles, and abusers of woman.""",GRP
72660,@user @user you missed seeing pruitt chewing butt all the way to the end. he's all business. i love it,IND
85216,@user my friend is involved in the gun control movement-had the same discussion with her. she really believes semi automatic guns aka “ assault rifles” spray bullets with one trigger pull. total ignorance,IND
36194,@user he’s a flake ...,IND
45136,@user @user i wonder which one is the democrat and which is the republican. the dude is now totally for gun control.  face with tears of joy ,OTH
21047,@user he is still eating and talking about p**sy on carter v. trust me,IND
78577,@user @user @user did you just say he? he has a female name. he is actually a she. actually get your facts right before making a stupid statement. everyone knows the game gets stale after a few months and the new dlc makes it interesting again.,IND
91396,@user dude. what the fuck is wrong with you?  i sent you a direct tweet to show you how you re-tweet your own shit. then i let it go. now you want to double down?  just go back to whoviille,IND
79226,@user really? can you show me the studies from countries that have common sense gun control to support your statement. thx.,IND
66673,@user @user @user for the love of all things sacred he cannot be voted in. he is well down towrds the bottom of that scummy swamp. the scales of justice need to let him drown in his own shit. make 2018 the year of holding each other accountable for our responsibilities.  peace symbol  red_heart: canada  old_woman_light_skin_tone:,GRP
17914,@user what the actual fuck. i hate that i've seen that with my eyes,IND
98724,@user @user @user @user good grief!  that's a relief!  now get rid of antifa.,IND
98558,@user no way.... way too much talent on the goonies. i’d like to see yall vs them tho real shit my gz.,IND
72645,@user he wants his 5 min of fame.,IND
65930,@user it sure it here. those other photos of her were from decades ago. she is a complete liberal antifa. she can not be trusted. i don't believe her. not a whit.,IND
38827,@user a democrat tried to stab a republican congressman-a democrat shot congressman scalise and tried to kill everybody around him-democrats are beating up republicans and denying them the right to speak-we know who the democrats are and they are not americans,IND
72604,@user omg that’s fucking crazy.,IND
13047,@user as if conservatives didn't hate sesame st enough,GRP
68653,@user @user so glad you are an american! americans don’t hate....liberals are the true party of hate!,OTH
37692,@user these niggas getting put on list and straight ass  skull  only niggas i seen good was yoshi patchmade jay and a few more rest are ass  hundred points ,IND
38692,@user @user @user oh boy just wait! you are in for a surprise! can't believe anyone to be that ignorant! lmao!,IND
44085,@user he’s a nut job and to republicans thinking he will support your “let kids be murdered in school” policy he says emma gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies. (personally i do but what the hell),IND
66355,@user @user @user yeah fuck pogba thumbs up ,IND
78174,@user @user you are such a fraud &amp; doing the fight against anti-semitism an extreme disservice.,IND
86688,@user @user @user brilliant bigotry..,OTH
82377,@user @user if i die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol,OTH
58559,@user @user not supporting trump is the lowest low bar. i’m glad someone doesn’t support trump. it doesn’t make them an ally. there are plenty of conservatives who hate trump who aren’t also pure trash.,IND
22062,@user @user who are you to judge a man. is your name jesus? why fuss about the words he chose? how many did your messiah @user bring home. stop being a troll and wake up. maga q a non wwg1wga trump trust the plan http,IND
82146,@user suck my dick,IND
49075,@user @user @user lol. it’s funny how you assumed i only have those qualifications. typical black tweep. when they are losing a debate they assume the other party is lower than them. “that’s why you are broke.” “stay there with your debt.” yet they’ve never met the person.  face with tears of joy  face_with_tears_of_joy: face with tears of joy  face_with_tears_of_joy:,IND
17082,@user @user @user @user @user conservatives never believe women. it’s amazing. you assume lying every single time.  remembering the exact date of a high-school drinking party is a rather silly thing to expect. quick - what was the exact date of the one you got drunkest at? and name everyone there?,OTH
71869,@user @user .@user you want publicity? try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. puhlease you were just apologizing to drake &amp; posting video of your daughter singing the kiki song. so stop it. nobody’s buying this album either http,IND
46858,@user chuck is a “ duck !”,IND
37068,@user he is that stupid!,IND
69757,@user who does he think he is the dumb donald!!!!,IND
84623,@user should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  she could hardly deal with a little harassment from antifa. nothing lower,IND
33283,@user @user agreed. i have better ideas: abc—let antifa beat her to death at a pro-trump free speech rally.  1/,IND
98521,@user reason is he is in a small market on a mediocre team.,GRP
91808,54 concert goers massacred in fort worth with 9mm ruger p89. the nra calls gun control research 'unethical'.,IND
45171,9 factory workers gunned down in iowa city with 20-gauge winchester pump-action shotgun. the nra blames gun control laws.,IND
80461,nick ferrari seems to be intentionally misleading his viewers?!  suggesting paedophiles among whites are the same percentage as muslims and that we are only angry at one? no mr ferrari .. i think not!  lbc lbcradio maga mcga mega mb ga conservatives patriots http,GRP
45697,@user low life bitches,GRP
67985,@user i already knew that ! lmao  face with tears of joy  so stay with us deplorable bigots!! we’re getting ready to fight for our country! wwg1wga,OTH
31397,@user @user @user then you are a fool too,IND
25990,@user liar!  set up by far left.  liberals are so predictable!  americans are into these empty stupid tactics.  no one believes you!  it’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms.  it won’t work.  no go write your book!,GRP
52835,@user yoo our dogs should totally fuck,OTH
97581,@user you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,OTH
43241,@user @user and - on reflection -  i is a sycophantic twat   but that does not mean he is wrong,IND
82428,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user followed &amp; retweeted all these awesome maga patriots! we must get fired up &amp; get all our people out to vote in november or we will all be in for so much  lawlessness the dems are planning on bringing impeachment proceedings even though there are no impeachable offenses committed,GRP
98627,@user @user @user @user @user here is your boy smoking marijuana and hanging out with a pornstar and escort girl and paying the people that keep her a slave to be his slave. he is insane http,IND
43865,@user @user @user @user @user @user @user @user @user you mean like all the liberals screaming at a sc nomination hearing? that kind of clown show? so tell me since when do accusers get to make demands? this isn't a university misandry board of injustice.,IND
60473,@user boy is that professor stupid or else has a mental illness. he obviously should not be teaching anyone!,IND
91741,@user i want to fight one of you for real you are taking the piss http,IND
79545,@user she is disgusting,IND
49118,@user he is too bitchy...  and you?! i ask a question and you dont respond    why would this be 1 way street?,IND
39327,@user she’s my bitch,IND
82598,@user bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  i can’t listen to u2 again,GRP
50500,@user the war on conservatives =antifa,GRP
18456,@user @user @user maybe antifa asshats? those who physically assault others for their political beliefs? democrats are no saints and neither are you!,GRP
25486,@user worst place i've experienced that is the fucking movies,OTH
81765,@user omg another bigot showing he is basically gutless - sounds much like donald  face with tears of joy ,IND
75411,@user liberals want to control ppl from cradle to coffin. they'd b happy if ppl avoided all physical/social contact w each other..... they are making us so suspicious of each other. divide and conquer is their hidden agenda.,GRP
45932,@user blame trump???  u bunch of idiots. blame the corruption over in pr,IND
56012,@user of course he is offended he is ill due to liberalism!,IND
29999,@user @user you are out of your fucking mind .. no socialism is good - no such thing as “democratic socialism” you fool,IND
32192,@user see his profile? thinks he is hardcore ....boi  thinking face ,IND
12221,"@user @user @user @user @user antifa means anti-fascist"". i'm not sure there is an antifa organization, but there are millions who are anti-fascist.  why are you not one of them?""",IND
16903,4.) most disliked oc- amai  vs most liked oc- kira amai is pretty much a freaking bad daughter. she killed her mum and little brother just to run off with some man.  kira is a pretty sweet gal who loves her father very much and just loves to be loved! she is also a determined gal,IND
40904,"@user you're either a bot or... for some reason you're associated gavin mcinnes with the alt-right""?   time to find some better news sources, bro? the ""alt-right"" hasn't been relevant since cville. your journalists covering antifa or just focusing on a few harmless conservatives?""",IND
24561,@user can’t we send this pig back to canada. he’s an animal.,IND
73623,@user you never were a slave. spartacus was a slave and a heroic figure. you are neither.,IND
50780,@user we had leveon bell. thats the dumbest argument. but we can compare college for when he played. his best season was 1700 yds 26 tds. how about collins? and this is conners first year starting and he is starting much better than collins,IND
18821,@user @user those fucking calves man  drooling face ,GRP
29354,@user religious persecution is bad...  ...when it's your religion being persecuted. http,OTH
90878,@user honestly  the fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me.  besides the varadkar government pushes that kinda shit anyway president or not.,IND
21790,@user @user he was fucking murdered and all you can talk about is marijuana?,GRP
45346,@user @user trudeau and the metoo movement hahaha. he is on the wrong side there. funny how questions never went anywhere with trudeau.,IND
65741,@user @user there's zero evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morals. conservatives cdn poli,GRP
95881,@user thank you ! yes he is so sick  loudly crying face ,IND
47667,.@user is staffed with unhinged liberals &amp; @user  this is a disgusting statement. http,GRP
88300,@user @user @user @user by any chance did you sexually assault girls in high school? that would explain why you are so eager to overlook the possibility such a horrid crime &amp; insist on a double-standard which benefits you &amp; the alt-right &amp; back up your justifications wi obvious lies.  i bet i'm right...,GRP
99400,@user hope he is enjoying himself while he can rolling on the floor laughing ,IND
99712,@user yeah my exact thoughts here. real uphill climb tho to get people to stop saying dumb shit on the internet.,GRP
92670,@user @user he is seething!! you can see it in his eyes and hear it in his voice!! obama was a failed president in every sense of the word! maga kag  locomotive  united_states: united states  united_states: united states  united_states: united states  united_states:,IND
94910,@user antifa thugs remind me of orcs if they are stupid enough to try and take someones firearm i wouldn't be surprised if its an orc who is thrown in a dumpster,GRP
96947,@user @user the fascists are anti-american communist scum like yourself!! now go fuck yourself you piece of human garbage!! usa maga  antifa are terrorists,GRP
11188,@user she will be remembered as the witch that used her genitalia to make a false claim against a good man b/c  she is a die-hard democrat that hates republicans so much.  she is willing to ruin a good mans name all in the name of power.  democrats are crying wolf way too many.,IND
88017,@user brennan is a disgrace-without a clearance  grinning face with big eyes ,IND
41487,@user @user is that the only attorney general in our history to be held in contempt????,IND
95092,antifa is a domestic terrorist organization that leeches off of george soros's money. they are a domestic terrorist organization that uses intimidation &amp; violence to spread their ideology.,OTH
65831,@user no one attacked kavanope!! we are allowed to question  liars.  he is secretive and he lied under oath. what more do you need?,GRP
70322,@user @user rubio sat through a 2-hour town hall in february answering questions from the public about gun control from people whose friends and children had just been murdered. that takes more courage than grandstanding and lying in a stupid hearing.,GRP
83083,@user @user @user we all know it’s not even close to bribery. she’s using that term to defend her disgusting and disgraceful decision to vote with her party over the american people. i have to wonder how much she is getting paid for the yes vote.,IND
21728,@user @user another democrat scam.  republicans don't fund terrorist groups like antifa to threaten people.  ...but go ahead make it look real,GRP
87400,@user this is a premeditated attack by democratic liberals and she is being rehearsed. enough of the scam show. vote kavanaugh to sc.,GRP
29608,@user evidently she's as big a narcissist as he is.,IND
76034,@user @user great and i’m certainly anti fascist but  the group antifa is the most fascist and violent groups in america in case you hadn’t noticed and associated with the largest hate group in america the democratic party,GRP
13473,@user watched the press conf with trump and heard him say how much we will make when poland pays us to put in a military base. he is a dottering demented fool who really believes that his goal is for america to make money. you hear it in all he says. this isn’t a hotel.,IND
94169,@user @user she is a fucking mess!! i hate her so much,IND
14067,@user @user  eric holder is a filthy maggot. http,IND
53108,@user @user yeah and guess what helped dc become not the murder capital of the world?  gun control! it works!,GRP
10619,"probably indoctrinating"". maga http",GRP
75449,shame on @user @user @user @user @user and all the rest of the left wing media that are not doing their jobs and purposely looking the other way. this is the best example yet of their fake news bias. maga walk away from the bias and corruption of the left. http,GRP
94663,@user @user what a waste of one’s short life. man shrugging light skin tone  united_states:,IND
99832,@user i am definitely for antifa members getting themselves killed.,GRP
27176,@user @user  it says everything. when your principles hang on the fraudulent word of a porn performer. what integrity have you got left?,IND
34942,@user bigly....lol.....bigly? he didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? antifa fools that get their asses kicked...vagina hats..lol pathetic ass,GRP
43468,@user @user i am talking about your comment that nick was a fascist...   brittany means nothing to me.   so like i said are you antifa?,IND
80716,@user the facts of the matter are very plain &amp; basic. this has never happened before in recorded history or on other similarly hit islands in the area. the fact it happened on donald trump's watch is unsurprising. he did not support them. he is an abject failure and should be dismissed,IND
56813,@user @user no kim you are a failure and your whole life has been,IND
44170,@user @user @user bad people don’t obey the law. there are many more guns in circulation in north america than there are people. gun control is liberal mind masturbation.,GRP
58956,@user ooooo damn! looks like a rainbow! all pretty and shit!,IND
24516,@user @user just like gun control will not keep guns from the hands of criminals....,IND
68672,@user why is she under the white hot spotlight?...she is the victim of this trump like abusive animal... stop kavanaugh now,IND
75385,@user maga= mushrooms are growing again,IND
77827,@user @user you are whoring yourself out for nra $$!,IND
10787,@user @user you nailed that ass,IND
69218,the only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon. maga 2a defenders trump time http,GRP
31616,a bitch just be minding her business  person tipping hand medium skin tone  face_with_tears_of_joy:,IND
99796,@user another fraud senator from the left!!!,IND
96587,@user @user when the abuser projects... look in the mirror mark - you are crazy &amp; angry.,IND
15936,"@user @user @user @user @user @user @user @user @user so the ar-15 is a fully semi-automatic assault rifle,"" gun control works, and donald trump is racist?""",IND
79130,@user @user @user god forbid construction workers would be able to earn a decent wage. liberals want the working class poor and quiet.,GRP
77601,@user yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?,GRP
83407,@user @user @user   do not cancel the vote on kavanaugh. do not fall prey to the lying filthy liberals.  tell flake to shut up.  america is sick of this bs from the left!,GRP
34660,@user the democrats do not care ...they are out to destroy ..does not matter just so they are republicans &amp; conservatives  exclamation question mark ,GRP
93168,"@user a band of liars eric has a big l"" on his forehead.  he is so disgusting.  who votes for these people or don't they really, it has to be rigged.""",GRP
84781,"@user better call cruz"" is as slimy a piece of the perverted former gop and a prime example of why those used to be decent republican conservatives  need to  vote for beto""",OTH
37204,@user you are a bad ass! keep fighting for us  two hearts ,IND
41131,@user @user @user check this ad out. super creepy  people are pointing out a disturbing problem with this republican election ad http,GRP
18065,@user bitch i know. my body is ready  face with tears of joy ,IND
65156,@user @user even kavanaugh said roe v wade is a settled law. she is spewing a narrative that does not exist. trump also said the same.,IND
13761,@user @user and we pro americans are embarrassed and sick of you anti america liberals.  there are plenty of countries with the lefts ideology already in place. move there.,IND
73505,"@user @user why? plenty of people have taken a stance in favor of common sense gun control"" and it doesn't mean jack shit since they don't have a plan for common sense gun control.  would it really help to have the asb and asa also spouting empty buzzwords?""",GRP
64242,@user yup fooled antifa threw big ol' fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh http,GRP
18948,@user @user my face was so close to the concrete bitch i couldve probably stuck my tongue out and lick it,IND
58103,@user bizarre story and more to it once she is charged formally. glad she is off the streets and certainly concerned if there are more clueless cops like her out there “protecting” us,IND
77408,@user elon sometimes opens his mouth only to replace one foot with the other,IND
62545,@user and why do all the issues about pc only focus on liberals what about conservatives on kneeling on fake patriotism or republicans freaking out over an abortion,IND
16742,@user @user if obama's lips are moving then he is lying.,IND
21148,@user @user @user we are calling you an operative . or shill. and more important a bigot for refusing to apologize for your actions to a woman just because she is not a scientologist. you won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?,IND
58011,expect us to work our asses off for gun sense candidates!  @user gotv  throw them out  http,GRP
64166,@user @user murda fucker,IND
84202,@user yeahhhhh i will admit to being a destiny 1 cayde liker but god they just made him suck in 2!,OTH
71490,"@user @user @user @user @user @user @user @user @user they lie about firearms. they call the ar-15 a fully semi-automatic assault rifle."" they push gun control.  they say donald trump is racist and hates mexicans.  they say he colluded with russia.  so yes, they lie""",IND
61286,@user and then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song  man facepalming medium dark skin tone ,IND
85796,@user your trash!!!!!!!! but she would have been  a great coach if you wouldn't listen to zodiac....... but you are sagittarius you hate to be told what you can or cannot do......... like the coach from michigan wolverines hshshahhsjjjsjsjs....... you keep praying  now you hear.,IND
20554,@user what i say about being a little pussy and saying shit behind people's back,IND
11007,@user @user @user you are a sick person,IND
51557,@user @user a horrendous act of course. conservatives lie like they breath and are just generally awful human beings. i don’t doubt the victims story even a tiny bit,GRP
34459,@user @user @user gun control has everything to do with punishing conservatives.,GRP
41226,@user @user @user @user okay that's enough with the a and c shit. they dont care and neither should we.,GRP
20561,@user yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent,IND
44612,@user hopefully she beats the shit out of the chair ump in australia to really show them..,GRP
41824,"@user i'll bow out of this one.  i was gonna reply, but no matter how i worded it, it sounded liketake the camera and shove it up your ass"" lol""",IND
23214,@user i don’t trust kanye right now. i might not like that shit.,IND
51222,shits about to hit the fan. maga http,IND
68801,@user @user i lost my shit and everyone in class is judging me lmao.,IND
36038,@user @user and don’t forget supply management! he has been stubbornly clinging to that that tax. it also distorts all of international trade deals. just makes life less affordable for the average working family. only the liberals...,IND
20540,@user yeah and....what’s the point of this article? trying to demonize him for meeting with lawyers? he has a right to defend his character. he also has the right to file a defamation of character case against this woman and sen. feinstein. democrats/liberals are pathetic. ridiculous,GRP
49160,@user  clapping hands light skin tone  good job (sarcasm). also great they have gun control laws it’s saving lives! (more sarcasm).,OTH
56516,@user dear professor ford i want you to know that i have zero respect for you &amp; your antifa style attack on kavanaugh. you thought you were going to drop a bomb with your face covered &amp; blow up a good man's life. you have been exposed for the political hack that you are.  shame on you,IND
35084,@user @user scaramucci cashing in on the donald.  taking those blue collar folks for every last penny.  lmao at the maga folks.  suckers.,IND
90446,@user this smells like another funding of george soros. follow the money  yen banknote  trail.  that woman most likely never knew judge kavanaugh. liberals are running scared because the judge has conservative christians values. the man has an impeccable portfolio. finestine’s a dirty politician,IND
29701,@user lokk at july 29 when i said gordon would be cut for drugs and you called me a dipshit.,IND
40003,@user fallon is a woosy,IND
45541,@user @user @user we’re so far beyond tax returns. this crap affects all americans and liberals are too stupid to wake up and understand what’s really going on. step aside. the adults are here to do it.,GRP
26050,@user the unhinged republican party i have a question why do you want the wall and not gun control in america  when a illegal immigrant does something the unhinged republican party talk about the wall but when a school shooting happens the unhinged republican party is mute,IND
58206,@user beto is a joke,IND
22371,@user everyone knows brown is crazy!,IND
26572,@user http look st this bullshit,IND
21791,@user how? because they’ve been brainwashed by obama and the media and they’re full of hate for conservatives.,IND
26918,@user what happened to your kids ? how are they still alive? you are a backstabber and a fraud,IND
46725,@user @user fuck this !! he acted like the father of the girl killed at parkland was a bug.  instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an ar 15!,GRP
75988,@user he’s obviously a bitch,IND
58203,@user @user you are so correct the democratic party for slavery and pro-nazi gun control,OTH
62240,@user looks like he is in the middle of shitting his pants. must have ate one booger too many.,IND
50543,@user as clear as the mud ukgov are dumping off swansea. corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. westminster politics &amp; government have degenerated so much its no longer fit for purpose.,OTH
28698,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user don't understand your logic. anyways this is going nowhere. this to me is not acceptable. maybe you are ok with it.  http,IND
