id,tweet,subtask_b
28829,q a non liberals are like monkeys throwing their own shit at everything,TIN
73607,@user @user @user @user you forgot to tag your bulletproof bullshit mate @user .  you got sucked into the vortex tom and now you are drinking all the koolaid.,TIN
75575,@user @user @user @user @user only people that own guns get a say on what to do about gun control.,TIN
47621,"@user authoritarianism is terrifying and destructive. right now the conservatives are authoritarian neo-liberals. fascism is right wing, not left-wing. centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular.""",TIN
61091,@user @user and what do you think ron desantis is going to do for you? he's probably in the back pocket of the nra!! good luck getting anything done as far as gun control because that is what we'r seriously need as a country! we need tougher background checks at least!!,TIN
26424,"@user @user @user that's a black referring to a group. markedly different from affluent white people calling ben carson or any other prominent conservative that term. i'm thinking more of stuff like this:   http  antifa n word"" is quite a fruitful search.""",TIN
34819,@user he is phony and opportunist. look at the millions he is making out of gullible people. lets see if he donates millions he has to help his hometown. oh well its people’s money they use. their money is untouchable,TIN
73021,@user conservatives just keep doubling down on being terrible people.,TIN
30213,@user the funniest thing about her is how easily triggered she is!!! well that and how ugly she is,TIN
59696,@user @user bet ford is a part of antifa and the berkeley gang,TIN
39851,@user @user @user candiace. she is trash.,TIN
49736,@user @user @user @user @user @user &gt;comparing antifa weaklings to wwii soldiers,TIN
87479,@user clown,TIN
10087,@user gorgeous! and those tits are killer!  red heart ,TIN
98679,@user we in this bitch together  man tipping hand medium skin tone ,TIN
85983,@user at least he's not a coward like you.  what's your platform?  where's your donor list?    bernier nation it's time conservatives did the right thing.,TIN
20802,@user antifa? as in anti fascism? damn who wouldn't want that in america? maybe our ancestors who fought the nazis in ww2?,TIN
42541,@user it’s a disgrace and @user are in danger of imploding if they don’t remove @user,TIN
43434,@user i saw it but mi*rosoft sucks at translations,TIN
36244,@user gitmo could resolve holders issues along with all of obama’s clowns,TIN
93181,@user @user @user @user @user @user @user @user you know you're a racist monkey huh?  i'm sure you know what you are a piece of trash.  i never hear these pieces of horse shit speak the truth only their racist lies.  bitch boy it's about the racist cops killing unarmed black and brown people!!  that's the fact.  ass clown!!,TIN
31958,@user start with explaining why you think he is stupid rather than writing a question looking for attention.,TIN
54209,@user can't fucking believe it.,UNT
87552,@user .@user your the perfect example of why americans despise lying liberals. disgusting,TIN
84029,@user come on cnn.  he literally introduced himself.  the guy is a public figure for gun control.  call him out!,TIN
35989,@user ur a fucking dumbass fr. there’s no way she is anyone else’s  face with tears of joy ,UNT
89422,@user @user quick preview summary:  blame democrats blame obama blame gun control blame blacks (passively) blame democrats,TIN
77406,@user your so correct! liberals r so easy to figure out! make america great again  get rid of all liberal woman,TIN
64887,@user @user @user move to north korea where you will find all the oppressive authoritarian gun control you want. any one of these other countries with low gun ownership should work for you too. good luck! http,TIN
49221,@user    what the fuck was that dildo rider antifa fuck going on about?,TIN
73044,@user @user bill clinton enjoyed raping them while ted kennedy enjoyed killing them. but you are cool with that.,TIN
65680,"@user yes, joy @user ?....  you were about to say six-and-a-half years?"" because that's correct, you sociopath.  you are ""stuck with this @user ,""  f o r  t h e  n e x t  six-&amp;-one-half-years.   maga2kag @user   united states  winning""",TIN
87033,@user she should start kneeling before matches and talk about how oppressed she is.   its getting deep in america with all the bs the liberal nuts are throwing up,TIN
64273,@user i thought it would be worse. i thought they would be shooting liberals in the streets by now.,TIN
95495,@user minus well keep him how he is bruh,TIN
42837,@user @user @user @user @user the only difference is how many parasites it has feeding off it you mean?,UNT
38360,@user @user fuck that a bitch needs to have more class you cant act a ass because someone liked a tweet about you it dont matter who you are! ny fw is not the place to decide to be about that life and run up and throw shoes. what cardi did wasnt the issue where it was done was the issue!,TIN
50999,@user @user @user you forgot the sarcasm tag kid. some people are ignorant enough to think you are serious,TIN
37859,@user @user @user @user  uk polititians are a special breed of filth!  they get together and vote that their expense and sex crimes (paedophilia) remain secret and then declare child abuse documents remain secret due to  national security  nothing to do with national security,TIN
70290,@user no she was mumbling i couldn’t hear shit she literally spoke w hand signs,TIN
33731,@user hell0! what a beautiful sight seeing the antifa scum getting beat down and arrested!,UNT
94120,1. if your company does it - your company sucks. 2. if you don't know how to bypass beat it - you are a sucking cuck  d,TIN
70164,@user @user @user well that's going to send the fake makers of main stream media and the left liberals and the powers behind them nuclear. amazingly powerful world changing moment in humanitys history. q a non it's everything we've been told to expect! wwg1wga maga mb ga,TIN
76440,@user @user @user it was a disagreement between a fucking umpire and a player! it was not abusive!,TIN
11623,@user i've seen people with some the most beautiful (not to mention original) art i last my eyes on. but only have 70 followers because they get buried by half-assed bullshit. all because they're not pals with someone popular,UNT
59070,@user leona alleslve was the weakest link in the liberals. she is the last thing we need during canada’s nafta negotiations.  its a good thing she is out of our military with her traitor tendencies. get out of government too.,TIN
20983,@user can this guy get any lower?  one of the dumbest people in our country!  how did anyone in arizona voted for this idiot?,TIN
32568,@user @user i continue to be concerned that our country’s gun control laws are not good enough to protect our children. i will only vote for the party that is willing to address this issue.,UNT
15947,@user she is wortless why is she not checked out by secret service she is irresponsible in trying to generate hste to have somone kill thre president,TIN
51499,@user eric holder is guilty of killing a border patrol officer!!!,TIN
52204,@user @user @user @user @user @user she is too busy patting her hair to realize her tweets are comical but in a stupid kind of way.,TIN
86981,@user @user she is a liar and probably on soros payroll,TIN
77139,@user i do but it can be done with out looking like a nazi bigot. we have to stay true to the people and change the minds of the left.. i know you aren’t a bigot i followed you for a reason and it’s because you post stuff that i like this one time i feel you are feeding the left the,TIN
46709,@user establishment turd  pile of poo ! conservatives have a much better memory than liberals!! we don’t have eyes full of hypocrisy blinding us!! http,TIN
38954,@user @user this is a blatant threat by mad maxine waters ginning up the antifa base i smell more violence wake up america http,TIN
34157,@user another crazy liberals,TIN
82930,"...we can no longer sit on the sidelines and remain silent on this issue."" - chip bergh, chief executive @user   this is what people over profits looks like.  clapping hands  http",TIN
66781,@user @user liberals want bert and ernie to be gay.  wtaf.,TIN
19249,"@user @user @user you are absolutely correct! but your question would be better directed at the liberals in congress, the ones that make conflict big business"" it's all about money &amp; power!""",TIN
70910,@user finally holy shit you are finally reading the goat,TIN
35817,@user @user who appointed you the spokesman for the people at lake norman. i guess you interviewed every person at the lake and it a unanimous poll against president trump. not likely. you are like most liberals who try to speak for everybody,TIN
28483,"@user my favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to keith ellison. also i'm a buddhist who's skeptical, thanks for adding to the all conservatives are christian"" stereotype.""",TIN
83788,@user @user liberals are using a sexual assault claim as a political tool. let that sink in.,TIN
39490,"@user @user @user whenever conservatives lose a court ruling, they bitch and moan about activist judges or agenda judges."" whenever anyone else loses a court ruling, they accept that they lost a court ruling. conservatives are whiny babies.""",TIN
24698,and there we go ... so according to the maga believers kavanaugh  couldn't have attempted to rape dr. ford because her lawyer made a donation to @user . idiots http,TIN
45000,@user @user @user and u know what u trash too for being more worried about blaming and shitting on ariana for a death she’s not responsible instead of mac.,TIN
90338,@user she is so fake,TIN
79422,@user this maga would spend more than you &amp; your homies together....now stop ya whining...,TIN
16579,@user research: the racist history of gun control.,TIN
16051,@user exactly... they're all bitter,UNT
43188,@user @user @user that's why what she did was an antifa style attack. abusive method meant to bully opposition into silence for control,UNT
62650,@user figures! what is wrong with these idiots? thank god for @user,TIN
33048,@user another judge that first blames the tool then wants to make them dangerous to the legitimate user guess we know wher he is on gun control out to lunch  your honor sir!,TIN
64836,@user @user the burden of proof is on ford. she should put up or shut up. she is not credible by any stretch.,TIN
63219,liberals have destroyed california just like they are attempting to do to the rest of the country. radicals don't belong in any area of our governments.  grown ups belong there. http,TIN
39162,@user fucking liar she was happy to play kate nash when you asked her,TIN
20892,@user im saving this good shitttt,UNT
42335,@user liberals are full of s#$t when they say they have alot of love to give!  they have become the devils minions.  no one will prayerfully vote for their socialist agenda!,TIN
78420,@user disgusting.,TIN
69534,@user hahaha the goofball is losing money and is still to dumb to know why..,TIN
38374,cancel south park they were liberals when you were still suckin' on your momma's titty at the other woodstock.,TIN
89954,@user @user @user it started with cameron and may is even worse. she is not a conservative!,TIN
12391,@user @user you are just another liberal pawn used by the democrats in an attempt to derail kavanaugh’s confirmation. i don’t believe a word of it. you and your liberal friends are an enemy of the state. just leave america. we will be better off without people like you.  prohibited liberals,TIN
91941,@user i'm telling yeah she is leading steve on...   look howa she always likes all steves tweets.    what a hooch,UNT
52776,@user fake queen!,TIN
43389,@user @user you religious conservatives need to stop trying to shame women for expressing themselves.  it's disgraceful,TIN
52773,@user mmmhm i heard you from down the street gave me a few extra seconds to get my shit together face with tears of joy ,TIN
79353,@user why aren’t you speaking out against the injustices that are still occurring to the windrush generation/black britons whose records theresa may destroyed as home secretary and whom now she is deporting as prime minister? institutional racism,TIN
75067,@user why don't you say he knew those emails were approved to be released.  he knew he could release them.  his grand standing got called out and his theatrics are unbecoming of a us senator.  call him out or you are fake news just like @user calls you.,TIN
42250,@user @user surely he didn't do anything to damage veterens affairs?  if he sullied a reputation it was another department?,TIN
40963,@user it was a nail biter,TIN
18787,@user @user if trump wins 2020 and growth continues will the crazy liberals still be thanking obama 6 years from now.  of coarse the will because when the argument is lost all that is left is too dispute the facts.,TIN
63941,@user another insane o.. appointees.. amounting to nut n.. jwb.. the next one    could be real famous.. former..first black president.. or former first black lady... just sayn it...and freedom of speech... r my am o!!,TIN
85190,@user @user @user @user @user evolution. an evolution we helped to enact.   br exit is economic and social suicide.,TIN
32729,@user @user @user lol only ones i see attacking anyone is your crybaby liberals,TIN
54449,@user @user why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  seems like someone is just a propaganda pusher...or likes gloating to other maga's that they got screwed by trump. http,TIN
47338,@user hahahahaha-sure-she’s just a spoiled brat-and goes berserk when she’s beaten-,TIN
37020,@user he is repulsive.,TIN
60912,@user @user he is desperately trying to deflect. this is what jordan &amp; nunes have been wanting. trump doesn’t care who he endangers. fck trump,TIN
51181,@user ohhhhhh i cried big crocodile tears the first time my daddy called me a bitch face with tears of joy  took it on the chin like a champ but ran to my room to cry just like a bitch skull ,TIN
23809,@user it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat,TIN
92371,@user @user @user new gun control laws are a waste of time &amp; energy which is better spent holding these worthless politicians accountable for their refusal to enforce current laws.  why create more laws they will never enforce?,TIN
45657,"@user @user @user those vg/hc stickers i see on trucks--exclusively trucks, never cars--seem like asshole indicators. i can't say for sure because i've never actually spoken to someone who's like yes, hockey should involve more punching people"" but.... yeah it seems bad""",TIN
90875,@user you're a piece of shit for saying that fema was successful in helping puerto rico after hurricane maria. 3000 people died. you think that's successful? you really have no soul. you're a fucking horrible human being. i don't even think you're human. fuck you!!!,TIN
38952,@user @user  you are pathetic!,TIN
47922,@user bad gun control seems like. missed his brains.... bummer!,TIN
92887,"@user @user @user @user what you're doing is so irresponsible &amp; i believe that ur smart enough to understand how evil you are. if the fbi or jd had some plot to thwart dt, all they had to do was leak"" to the press that he was being investigated. they did no such thing. u know you're wrong, that's evil!""",TIN
82359,@user @user liberals are kinda the worst,TIN
70000,@user @user why do liberals preach gun control but go and get stupid with guns?,TIN
11581,@user @user @user @user @user this is the violent liberal antifa party! now they try to convince us they they have a heart?  and some woman is knocking our men.  there's go around with kkk hoods beating up strangers &amp; wrecking our towns. most violent corrupt party ever.,TIN
61334,@user you’re not a proper country girl if a bit of mud puts you off!,TIN
73553,@user moore just got don elected again. liberals never learn. he’s more unlikable than trump,TIN
63657,@user these cowards ain't ready.. maga  united states ,TIN
53622,"@user @user @user i didn't see the referred to tv segment, and i don't support the response, but it is very easy to see how you, as a race baiter, can bring out the emotions you are trying to elicit. it is unfortunate that ur willing to sacrifice black people to make you such a big man"".""",TIN
36424,@user niggas say anything,TIN
68552,@user but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.,UNT
25291,@user i see. it's a damn shame how delusional he is. he's gotta be the worst. even more than those boston ben stans,TIN
93400,@user deep corruption in the puerto rican government is the cause for the ppls misery. billions sent &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most likely get hit again. this is the puerto rican’s government ms fault.,TIN
55579,@user such a liar. anything trump says to mueller will be deemed a lie because three dishonest liberals collude to lie &amp; mueller will elect to believe them over the truth. do you really believe trump or the american people are stupid enough to fall for that? we're not as stupid as you.,TIN
93827,@user shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!,TIN
40430,@user she is uncultured,TIN
58099,"@user also she's thick as shit despite her posh brainy voice"" on qt when the ""refugee"" crisis was at it's peak,she said they should come in because there may be surgeons &amp; dentists amongst them.fecking leftie lunatic.scruff bag""",TIN
95400,@user just keep saying fast and furious! holder the man that planned gun control by handing out weapons to criminal cartels... sounds like a great guy to run a justice department because he will work with anyone including criminals to fill his own agenda instead of that of the people!,TIN
21763,@user funny shit,TIN
43448,"trumpism"" is going so well you along with all your liberal friends felt the need to try to trash it! people aren't stupid as you suppose. red wave rising  maga &amp; kag2018 http",TIN
67127,@user @user this soros guy needs to be investigated. he's been kicked out of other nations &amp; here his name keeps coming up with all these anti-american groups. finances antifa. pays folks to act crazy at trump events. i know he is against our sovereignty. he hates our constitutional rights.,TIN
71845,@user all this tape proves is that @user was always out to get a paycheck and to sabotage the one person who actually gave her a chance.  who tape records conversations in the white house??? only someone looking to sell it later. she’s a snake,TIN
23862,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user i'm sure it's just all democratic political pay for play,TIN
36200,@user just censored the @user q a non merchandise. really zazzle? meanwhile communism and antifa merch are allowed on your site. the constitution of the usa means nothing to you? well done. @user time to take our merch elsewhere. wwg1wga http,TIN
46933,@user @user there r 65 million that can sign to the affect that they didn't vote for an asshole.,UNT
33983,(albert)  conservatives are spreading the lie anderson cooper faked a hurricane... http,TIN
53137,@user the persona that you project masks your insecurities. you are hurt and disappointed. politics is a dirty business. move on and make a difference.  hillary lost because too many people sat out the last election. get involved in displacing devin nunes and or duncan hunter in calif.,TIN
54970,"usa (i feel your pain, even while i profit causing it!) liberals , u gotta luv 'em! redistributing wealth not on their menu- serve up identity politics slop. so you destroyed libya -ya'll never catch bill now -he's got million dead iraqi kids (sanctions '90's) under his belt http",TIN
67009,@user i think it's more of a choice for ppl to stay hooked on shit,TIN
83491,antifa fascists and socialists are one and the same......time to respond ! http,TIN
89952,"@user @user @user @user @user philosophically speaking, can a hippie, crazy cat lady who supports antifa still be called a fascist""? literally asking for a friend who's a constitutional ""scholar"".""",TIN
39369,@user @user @user when we satan call him home soros.,UNT
65778,@user @user indeed americans need more gun control which means hitting your target. can never have to much range time.  smiling face  smiling_face_with_smiling_eyes:,UNT
38416,@user @user @user no. but i am. you are hilarious. not in a good way.,TIN
35819,@user she is doing a crap job of running this country and that idiot can’t supply the country with an alternative opposition as long as he is running the labour party,TIN
50661,@user and pedophile podesta still on with his blue check mark account.  thinking face ,UNT
16707,@user @user @user @user mob death threats?  has antifa turned on her?  maxine waters?,TIN
26243,@user what was an abuse of power was all the crap you and the hussein gang pulled off.  your big contribution was the fast and furious caper to bring in gun control in strict contravention of the 2nd amendment.  but don’t worry.  justice is coming for you and barry’s band of outlaws.,TIN
16645,@user sounds like hot lesbian sex to me.,TIN
34584,baaaaa baaaaa...that's the american sheeple who prove roger goodell right: the nfl can do whatever it wants and you'll take it because you'll never give up the nfl. baaaaa baaaaa.  http @user q a non maga wwg1wga free alex jones,TIN
34790,@user shit ain’t gone work bruh http,UNT
66090,really # maga  vote trump 2020,TIN
80291,@user fairness?? what about being fair to the democratic process of this republic??? all this is a sham to delay the vote. shameful.  drain the deep state drain the deep stateswamp maga,TIN
85742,@user he is a disgusting anti  canada  traitor!,TIN
67020,@user i have irresponsible sex but i at least know my partners.  (benefits or being snipped),UNT
24129,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user but there is also many videos of antifa attacking disabled and old people if you want to see them victors ( spoiler on disabled attack three on one antifa to disabled vet),TIN
88225,@user and it's funny as obama starting talking about gun control shootings started happening. correlation-definitely so.,TIN
95430,@user so we load into illios insta lock torb immediate flame in all chat moira  do not win a fight all game constant shit talking between a team mate and one of their team still have a torb im fighting a doomfist help,TIN
29022,@user acting like an ass is not a good view.,TIN
60824,@user holder is responsible for selling guns to the mexican cartel. just another obama administration law breaker.,TIN
42371,@user @user guy if you can't explain yourself after a day that's a good indication youre talking shit,TIN
95412,"@user @user the reaction from some conservatives was swift and appealed directly to male fears and male interests.""- if men, after 50 years., can come forward about priests' sexual assault ,why can't women,especially if the person accused is going to be sc judge &amp; stay on forever""",TIN
92679,@user @user the problem is trump is playing the dems against the repubs and he is neither.  trump is an authoritarian.  to trump there is no leaning.  his goal is to conjure up hate.  he has been part of america’s under belly his whole life and brought it to the wh.,TIN
26528,@user @user @user nasty a$$ liberal sheep...you are prime example of sheeple with no brain.,TIN
89277,@user @user @user @user @user @user what kind of dumb shit am i gonna read next,UNT
10189,@user she is a vile rat of a woman.,TIN
54722,captain maga getting slandered? and it wasn’t from me? damn. http,UNT
43312,@user @user i wouldn’t trust chuck schumer ever. he’s a liar and the president doesn’t trust him either.,TIN
79531,"@user @user @user still shoveling shit"" for trump?....what kind of woman supports a liar, racist,  pussy grabber?....that's what kind of woman you are.""",TIN
10309,@user be ready!! be prepared!! because the trump administration isn’t going to do shit if you get hit!! well.. if it’s a white county you’re good.. lookout randolph county!! hide yo kids!! hide yo wives!!,TIN
51521,@user i do not need a female packing a weapon for my protection. not my kind of girl. if you need that much protection you are in the wrong place.,TIN
59639,@user @user hope you're right about that last part. but i've learned it's pointless to underestimate the stupidity of tx conservatives.,TIN
15135,@user they're still building and hiding nukes but yeah your pops got played like the udiot he is.,TIN
32438,"@user and, he proved that all the gun control"" laws doesn't stop anyone willing to break the law. he could have just as easily shot a colleague or student.  or, several.  lax enforcement of existing laws and criminal minds ignoring laws are the real problem.  but, democrats know that.""",TIN
32201,@user he schools read a ammo box warning label...,TIN
87003,@user wow this is priceless! a college educated professor self-inflicts himself with a bullet wow he is “brilliant”! http,TIN
37263,@user again she is the goat at her sport but of all athletes ever? absolutely not,TIN
33057,@user awesome agree yeah man preach wait... what did i just read? oh shit,UNT
78611,@user @user @user @user @user @user so the first thing you do is put the black guy up and call out that we are using the race card. shows how racist you are. maybe put a latino or woman up next.,TIN
26674,@user @user i'm sorry but damn she is hot af,TIN
50260,@user @user @user race has nothing to do with it.  either you are fake maga or ignorant either way you are now blocked.,TIN
12935,@user @user  bruh this??? lmaooo,TIN
98793,5.10am still a crowd at queens park protesting the conservatives middle of the night power grab. shame on the conservatives! what kind of party creates chaos during an election? rather than working with their citizens to create a healthy economy? @user on poli,TIN
37582,@user the only thing i know about gun control is how to have great aim.,UNT
62585,"@user @user @user i purposefully had my damsel"" be a bit of a badass. she is saved by the protag, saved by the third party member, and sticks her neck out to save their hind quarters just as often (if not more!). sure, she may have ulterior motives (*evil laugh*) but she's still pretty kickass!""",TIN
84737,@user @user @user lol!!!  now will they burn those?  and will they remember to take them off first? one guy didn't.  and to burn them outside so they don't take down the house as one guy did?  wait until they find out levis is now pushing gun control. nazis marching in their tidy whities?  oy.,TIN
49858,@user 2 ways for president trump to lose in 2020. gun control and an immigration bill with no wall.,TIN
34366,@user @user liberals as per odia standards  backhand index pointing up ....rw is liberal when it comes to my state  rolling on the floor laughing  rolling_on_the_floor_laughing:,TIN
27617,@user whoever you are you deserve this http,TIN
91845,@user don’t care. let them (nfl) die on the field kneeling,TIN
30292,@user the dems playing a con game. it must be antifa don’t you think.,TIN
34111,@user @user @user @user oh i thought you were the dream team minus sonja. really you are the mean disgusting team minus sonja. oh by the way dorinda leave sonja alone. you are so jealous of sonja. she is kind sweet and so much prettier than you.  get over it you drunk,TIN
96986,@user yes comie (communist pun intended) we do and will emerge stronger when u &amp; all ur cronies are put to death at gitmo. we the people will indeed be stronger. maga drain the swamp,TIN
13126,@user me trying to avoid the freshman boys who hang out in my block and hit on me everyday http,TIN
85868,"@user @user @user @user @user ...how you want to be defined""? pul-ease! when you live under a 24/7/365 msmedia shit-smear to the point you have marxine waters sending her antifa minions out to threaten you in public places - you learn not to give a f*ck what the ""pavlovian left"" thinks. night, night  crescent moon !""",TIN
20917,@user  my. arms. wasn't. that. big! n. neither. was. my. boobs! they. are. now! from. them. injecting. fat! into. my. body!,TIN
15354,@user @user betty i think women have been handed a character assassination  bomb to destroy men by the liberals and the feminists. i would hate to know these women represent  me. why wait all these years to report...,TIN
37218,@user he is an israeli puppet.,TIN
11347,@user @user @user @user her word against his &amp; one more! she is a left wing nut nobody would touch &amp; is mad cause k aven aug hs mom had to evict her parents!,TIN
26310,@user y’all need to know that she is human being and knew mac for so many years and was in a relationship with him. she’s grieving. she doesn’t have post something to prove that. and it is not her fault he died like damn! stop blaming this poor girl. his addiction killed him.,TIN
90169,@user @user i wouldn't doubt anything the unhinged witch would do.she's a leftest nutty professor with a mentally ill past.she has no business teaching anyone!i suspect she is a closet antifa member pd by soros. psycho was going to do the same thing to gorsuch.  lock her up in a mental ward!,TIN
42783,@user hiding like the caged animal he is.,TIN
74212,@user @user jeff i have a lot of respect for you.    please vote no to brett -  not because you don’t like him but because it’s the right thing to do.  he has lied - he is hiding documents -  he thinks trump is above the law.   this is wrong !!!,TIN
17625,@user there is no way she is 26 wow drugs maybe who knows,UNT
74509,@user build the wall ! vote republican! not perfect by a long shot.   but so much better than the alternative anti-americans!!!,TIN
59001,@user gross,UNT
36654,@user @user with democrat's sociability quotient it's no wonder democrats think about gun control all the time!,TIN
18987,@user conservatives are so sick of these tactics by liberals. first there was bork then there was thomas. republicans just keep taking it too...trump won’t take it for long though. http,TIN
16067,@user @user wish u folks luck w that. i think you’re fucked though.. there will never be enough pro gun folks elected in california to turn the tide on gun control. the masses are convinced guns only equal bad.  they already tell u which &amp; how many guns you can buy.  now ammo. what’s left?,UNT
24186,@user @user @user @user @user @user i have. he is desperate to see what i'm saying and report me. shame as he usually says nothing. another antifa pussy no doubt,TIN
22137,@user @user ikkk he is a fucking prince 6al3 mn al stories bta3in disney kida ahhooo cat with tears of joy  loudly_crying_face: cat with tears of joy  loudly_crying_face: cat with tears of joy  purple_heart: purple heart  purple_heart:,TIN
15353,@user @user @user @user @user odd. stating opinions comes with an attack (cunt and assumption of a streamer using boobs for attention.) it was verbal diarrhea from a person who ought to know better.,TIN
26105,@user wow...not even his supporters can do the math and see that he is not right for this country. well his supporters cant do math either,TIN
78581,@user if he doesnt want to face the responsibility for his actions then he is in the wrong job. that is without taking into account him being a bit shit... a vfc bruce out,TIN
89665,@user and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,TIN
66188,@user @user @user way to go david thumbs up  i love it when someone can send the liberals into a tessyfiy in the morning. keep up the fight.  united states  united_states: united states ,TIN
88572,@user perhaps fbi etc. should look into orrin hatch closet and investigate what he is hiding sex offenders always stick together,TIN
20751,far right psychopath @user leader @user will now use the invisible press created cat killer as excuse to bring back foxhunting if she's not gone by christmas animal cruelty tories out no confidence crime syndicate ge2018 criminals out of number 10,TIN
18318,@user the mother never moved i think i would have at least moved a arm a leg i mean something she is a idiot. why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind,TIN
97413,@user @user she is a zombie.,TIN
91976,@user @user @user i think it is a safe bet that donald is clueless on everything because he is ignorant &amp; lies so much. ivanka knows everything &amp; will flip on all of them to save her treasonous ass.,TIN
56277,@user looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics,TIN
49178,@user its amazing that these demorats are elected to any public office! their total disregard of the us constitution and due process is abhorrent. they hung this woman out to dry and the woman refuses to come foward and its the conservatives fault,TIN
43150,@user he too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the obama administration,TIN
33366,@user medically treat  the addict and the mentally ill gun shooter for the medical cause 1st then no need for a wall or further gun control,TIN
55715,@user lol you are so tight  face with tears of joy ,UNT
95923,@user @user @user @user @user what does it matter who i vote for..it’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”..stfu! lmao sleeping fools,TIN
11854,@user cnn is trash and everyone that has a brain knows it!,TIN
36350,@user please watch the story of welles crowther. he is a hero.  you are simply an asshole. be ashamed,TIN
49813,@user she is such a witch.  all she needs is a broom,TIN
18029,@user @user these conservatives are selfish and self serving. this isn’t the “trudeau plan”. the liberals are working with conservatives like mulroney and ambrose to solve this. it’s not a partisan issue.,TIN
68124,me too movement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. trump maga kavanaugh confirmation hearings,TIN
35983,@user and with right wingers its about white supremacy and neo naziism ? right?,TIN
86242,@user its like saying the brown shirts afe better than nazis because they pretended to be socialists.,TIN
75669,@user wtf have i missed here. my account was hacked and just got it back up and running. somebody care to explain what’s going on here.  am i right in saying that the guy who has been playing live saying he is dash berlin aka jeff ??? so what’s happened ???,TIN
56917,@user @user that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes,TIN
11356,@user @user @user would help them but he is in his own sunken place..   @user  to the rescue ? http,TIN
52625,@user you are a hypocritical hack. http,TIN
14616,@user @user @user disclaimer: my views do not necessarily reflect the views of our potus &amp; all conservatives: ladies charged by nature to guard vagina. http,TIN
89474,@user @user @user @user @user @user liberals are so sensitive that they’ll believe the okay sign is racist  rolling on the floor laughing  face_with_tears_of_joy: rolling on the floor laughing  http,TIN
48143,@user @user bitch i know u see the rainbow inna bio face with tears of joy ,TIN
21106,@user and people still buy their shit. why?,TIN
43620,@user if he’d just said “give me a lawyer asshole” they’d have given him dershowitz.,TIN
93767,business is business. i love this story. http,UNT
45589,@user @user things had become easy for  liberals during the obama administration (liberals are screaming: damn truth i mean trump)!,TIN
74924,@user liberals are claustrophobic?  grimacing face ,TIN
90166,@user @user @user it's difficult to talk to liberals like you with a serious mental disorder read the book by michael savage liberalism is a mental disorder check it out on amazon,TIN
37149,@user holder is a complete corrupt scum bag. i remember when he announced his is part of the resistance. which means he want to resist the people who voted for trump. can u imagine the people he would have hunted down and prosecuted if this happened to bone head obama,TIN
11881,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user anarchists are left wing extremists. they stand with antifa.,TIN
15892,"@user @user @user you are hilarious!  you keep defending that woman.  i have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  i like my crumbs"".  she needs people like you to support her though.""",TIN
69022,@user ur fucken fake. i’m a fucken prize.,TIN
44774,@user we bout to start stepping out lol i ain’t doing another winter with no boo bro. shit cold .... literally,UNT
76038,@user if kerry clown is actually doing it and admits he is and it's a crime. throw his ass in jail. he should be arrested...right ???,TIN
89959,@user democrats are sick! back off &amp; let our president trump continue to help all americans!,TIN
82955,@user what do u expect from vile violent lying disgusting liberals,TIN
27350,@user @user @user what a crap she is?.......total publicity seeker. since when  tearing apart the bhagwad gita is symbol    of changing india and why bhagwad gita .........if u have guts show here tearing apart kuran and bible too intellectual idiot,TIN
20434,@user @user @user @user @user you are indeed an ewu so i won't trade words with you. anumanu.,TIN
22492,@user you niggas spend on us and we get used to it. i hate to admit it but half the things my boyfriend does for me i can’t do for myself  face with tears of joy  face_with_tears_of_joy: face with tears of joy ,TIN
79242,@user but the orange preferred to send the hospital boat away and now she is standing empty. it could have saved many people. fuck@user,TIN
78539,@user @user worst takes ever.....a blatantly racist cartoon and your attempt at a defense.,TIN
85257,"@user @user @user @user politicians talk about racism, islamophobia, homophobia, rape, drug abuse etc etc......  do you not understand how fucking sick it is to ask jess if she's discussed with her children that complete strangers hate"" mummy.  i hope for your own sake that you are unwell.""",TIN
