id,tweet,subtask_a
24450,@user dude hasnt been sober a day since 7th grade idc what it is at this point he is broken,NOT
96026,@user @user as i’m watching it bentley kept looking at me  face with tears of joy  he being crate trained again so we good for now. he only allowed out to eat pee and shit and occasionally play time  face with tears of joy  face with tears of joy  woman shrugging medium dark skin tone ,OFF
99364,@user @user best female  tennis player ever? arguably. great player. she is starting to age and become less unbeatable.,NOT
54377,@user you liberals... smh...tweeting stupid shit!  trump order elimination of isis (obama didn’t)....people! ..think about how people r not murder now (saved)  because we hav killed of isis,OFF
13425,@user @user you will be voted out all together you crazy bat...,OFF
34434,@user @user false.  your intrusion on the constitutional rights of honest americans did nothing to curb violent crime.  gun control = violence against the law-abiding citizen.,OFF
62376,@user @user he is one who should not own a gun-such a lost soul—all he needs is  jesus christ  latin cross ,OFF
27508,@user @user @user no gun laws have prevented the violence in chicago or dc where laws are far more strict. gun control laws lead to the deaths of innocent people who can’t protect themselves from criminals.,NOT
72880,@user nigga we’re going next week,OFF
56668,@user @user maybe he can help the liberals with tds.,NOT
92743,@user she is a bit skeptical... her past relationships were rather challenging and she clearly has not the best experiences.   this is why she always wants to be sure. http,NOT
68454,kamala harris interviewed by cbs this morning on kavanaugh's character. maga make america great again the resistance http,NOT
89618,@user you are too  face blowing a kiss  face_blowing_a_kiss: face blowing a kiss ,NOT
63560,@user some days you are louis winthorpe iii before he met ophelia. http,NOT
26629,@user @user you’re just as far away behind the goals at hampden than you are at wembley. there’s a lot of greeting faced people up here,NOT
10214,@user finally a administration that cares about its legal citizens,NOT
85206,//i’ll make a pinned tweet when i get home but she is here,NOT
86946,@user —faints—.,NOT
84562,@user was al gore nominated for supreme court judge? you conservatives have some nerve.,OFF
87186,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user got you,NOT
82745,@user @user this fluffy bastard. http,OFF
90996,@user @user @user @user @user @user we play at connie’s on sat woo,NOT
72398,@user @user i cri evritiem,NOT
39648,@user beyond absurd! ehat flavor kool-aide is being dispensed at the water cooler? group think stinks,NOT
49940,@user @user @user @user now comes the pain...........  maga united states  united_states: united states  united_states: united states   wwg1wga http,OFF
25616,@user @user @user @user @user @user this is why we follow each other -such peace in my twitter avenue is amazing http,NOT
83214,@user or buy a gun &amp; open carry to exert coercive control over an entire town. the open carry demonstrator who eventually stalked me absolutely had this dynamic. i wrote about it for @user http,NOT
91206,@user i believe he is talented no matter what he performs. it's hard to put him in a category. what do you think?,NOT
94815,@user you are awful.,OFF
90987,@user @user @user @user why? chairman of young conservatives whilst at oxford.,NOT
43145,@user @user whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than 7th best in the lg,NOT
36537,@user @user @user ...unless you are good with an accused rapist sitting on the highest bench in the land. i'm sure your female constituents would love to hear you explain that away...,OFF
84917,@user liberals go crazy over creationist's religious beliefs yet when useful for their own insanity disregard science  there are 2 genders male &amp; female - this is a scientific fact  a man doesn't chop off his breasts or have babies  and where are the breastfeeding nazis for her cruelty,NOT
18540,@user didn’t she also say “ trump will never be president take it to the bank”,NOT
34055,@user probably all staged by liberals to block kavanaugh,NOT
52934,@user @user @user she should have gotten august off to let work on stuff at the p.c. it would have help her a lot.,NOT
71880,@user @user hope he is able to stay in the league,NOT
36142,@user president donald j trump brings good will to all! maga! spygate! nobel!,NOT
57018,@user @user she is in fact not latino back to your trade,NOT
46972,"@user pulling out all the stops with no holds barred is the battle tactic/strategy of the usual secular-progressive, democrat, or msm archetype.  before our country...constitution is lost conservatives and republicans must say, no more mr./m's. nice person!""""",NOT
90011,@user bro...he is cray mehn,NOT
47864,@user @user ask @user he know the truth hahaha  smiling face with smiling eyes  smiling_face_with_smiling_eyes: have favoritism person so unfair,NOT
53445,a private life is a happy life  smiling face with heart eyes ,NOT
55729,@user @user buckle up democrats and liberals! the shit is about to hit the fan for you and the fbi/doj !,OFF
52729,@user @user i still can't believe that you are 51 years old and yes your mom gave you some great genes,NOT
24776,@user did you even read this article?  no one is suggesting trump made this claim. and there are several links to good deeds he is credited with. http http http,NOT
59384,must read  backhand index pointing down  maga http,NOT
94444,@user 3) this appointment has been commonly know for 6 months minimum .but now when the left has nothing else to throw at him she suddenly speaks up.  4) this individual is a antifa supporting liberal collage professor . continued...,NOT
54944,*overheard convo*  dad: he’s talking about gov. brown. i’d like to shoot him. he’s a terrible man   small child: but why? that’d make you a criminal!  dad: it’d be worth. all liberals need to die   small child: wow that’s sad   it’s naive to think these beliefs are dying off,NOT
54532,liberals had some sort of mutual masturbation awards show. this is me still not caring.   @user @user @user @user http,OFF
69072,@user how awesome!  takes pictures!  she is such an icon and legend.  what a pioneer for women!  enjoy it!,NOT
79141,get busy...  rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing   maga confirm kavanaugh  dems desperate http,NOT
62557,"@user @user @user @user @user at least we have brains to fall out"" in the first place; unlike conservatives who believe everything their handlers feed them.""",OFF
59704,"@user radicalism???  who's behind antifa and other disruptive organizations causing havoc - your buddy george soros.  again, if you have a specific accusation, you should bring it... all of your words are political rhetoric.  nothing clear"" here.""",NOT
41061,@user @user tbere aren't hardly any conservatives left in california. perhaps the threats are just unintelligible robo calls by antifa comrades jacked up on starbucks and lucky charms.,OFF
58219,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user jesus inherited the sinful genes from sinful mary. it was in jesus blood to commit sin.,NOT
71631,@user @user it was off the platform how is this ok!?!??,NOT
91233,@user conservatives vote now! fed up with stupidity!,OFF
29890,"&lt;because you are my 현재&gt; by gió ngày thu năm 1997 x golden beryl.  because you are my 현재, so i'll cherish every moment with you. you are my past, present and my future."" link: http happy hyun jae day  believe hyun jae day  http",NOT
53965,@user congratulations on being in san antonio for one year! i am glad you are working here!,NOT
56634,@user @user you are awesome @user  heart suit  heart_suit: smiling face with heart eyes  smiling_face_with_heart-eyes:,NOT
31380,@user @user same with the conservatives,NOT
95051,@user @user i didn't know oprah winfrey knew how to play tennis. ..  face screaming in fear ,NOT
45420,@user what exactly does he think he is going to do? he should be careful about how he goes around issuing sly theats.,NOT
20976,@user @user security are paid to protect you from trash and crazy people,OFF
27273,@user thank you for signing shelby’s poster last night! she is still so excited. we are so proud of our big win! one troy go trojans proud alum http,NOT
71082,@user hate to rain on the parade but this is most likely a 1-11 arkansas team they beat. glad for mason as he is a great player but the team they beat would not be competitive in c-usa,NOT
37276,@user @user @user to pivot away from china: - form tpp: trump pacific partnership! - give business to other asian countries and form strong support network outside china! - ban products from china that include stolen intellectual property - no sharing ip to do business in china  maga @user,NOT
16736,@user @user lol.... your going to jail,OFF
76268,"replace chris collins with anyone but carl paladino""  http t cot maga red nation rising""",OFF
37213,@user @user who really cares about any of this wack ass beef??? face with tears of joy  skull:,OFF
43662,@user we are actually thinking of making this event a gathering for local antifa members and the resistance. make your voices heard against drum pf.  water wave  water_wave: water wave  rainbow_flag:,NOT
44815,u of gh justice studies assistant program head dr. glenn hanna recently took part in a series of interviews with cbc radio regarding gun control and what a potential ban on handguns and assault rifles could mean for canada. listen to the interview here: http http,NOT
26791,@user liberals and third worlders to thank for it.,NOT
35995,how does this maga...?!? is this our tax dollars at work...?!? http,OFF
39697,@user and the fact he called you a nigger after you respectfully told him your preference damn near proves that theory  woman facepalming medium skin tone ,OFF
56035,@user  hi brit. i was notified by twitter account @user that he placed me on 2 of his target lists....terrorist (lol)...and antifa (not so funny).  he's got high profile people like you on his list and then he's got random citizens on his lists. i have notificed @user,NOT
28717,@user http  go back to alpha.  sara will report more today.  omega is coming.  truth.  trust the plan.  maga ... we are the plan = truth.,NOT
98615,@user @user wait for it...gun control...oh wait hoggy boy is in canada  rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing:,NOT
84708,@user 3 pitches right down the middle while no one else is having trouble with this guy. its unbelievable he is playing with the season on the line,NOT
94396,@user do you have the state right....cali and chicago are protected by many strict gun control laws.,OFF
76792,@user @user hahaha...it didnt happen so she is fine.....,NOT
98800,@user @user she is a bad girl ! bad bad gril :),NOT
90250,@user @user @user @user @user @user @user @user @user @user @user @user happy to connect.  we make america great  united states  united_states: united states ,NOT
30091,@user we've got a big story coming out (most probably next week) about the communist origins of antifa. i hope you can join us @user,NOT
66909,@user fk that,NOT
49772,@user @user @user you’ve got too many newyork liberals moving into the state. i see it in my town.,NOT
47874,@user @user @user rabid nationalists who've been misled into thinking it's the liberals who are globalists.,NOT
24727,"@user @user those other three are activist judges"".  they must be conservatives!""",NOT
82136,@user @user why didn't she save her grandfather in puerto rico if she had that kind of cash? bc she is socialist.,NOT
30698,@user @user @user @user @user @user @user @user @user @user @user @user thank you for allowing me aboard!  proudly following all maga kag patriots  united states ,NOT
28980,@user lmbo! she's like pelosi. she thinks she important because she is a female. she is a destriment to society and real women!,OFF
64203,@user oh what a tangled web we weave when first we practice to deceive.! give it up serena you are looking silly now.,OFF
75782,@user @user @user i will be looking to invest offshore after this,NOT
40991,@user he was almost shot and that makes him an expert.,NOT
23868,"@user this message is also going to get antifa members killed - if the open carry nuts"" feel someone is trying to kill them by taking their gun, they will defend themselves - and will probably not face jail. whereas someone actively ""stealing"" a gun will.""",OFF
13611,@user this is all political theater. are liberals really that stupid to believe that the fbi investigates state crimes? especially incidents that happened 36 years ago by a juvenile? this is nothing more than a tactic to delay kavanaugh’s confirmation.,NOT
91244,@user perhaps we have zeroed in on the problem with liberals. their fruits and vegetables are unclean.,NOT
66106,@user @user it’s ridiculous. all the sock puppet accounts apparently have marching orders to start a boycott of the film. a lot of maga snowflakes.  neutral face  thankfully most of them are on our list of known sock puppets so blocking the rest wasn’t hard.,NOT
41790,@user @user i can't stand looking at him.  nauseated face  nauseated_face: nauseated face  take a stand not a knee  united states  united_states: united states ,NOT
22520,@user if you are prepared to go through the necessary training and background checks then you should be able to carry a concealed firearm.,NOT
94004,@user @user @user @user  @user  please get out to vote republican right down the ticket or pelosi gets back into control,NOT
15678,@user be sure to just cover liberals' p.o.v.  that's what you do.  not fair &amp; balanced.,NOT
13964,@user by making conservatives so sick we can't make it to the polling place!,OFF
11281,"@user my fault was never with news crews reporting from within disaster areas; it was only with live shots in dangerous situations. i think it's detrimental, because a viewer could see that and say, if he or she is out in that weather, it can't be that bad.""""",NOT
69109,@user @user @user @user @user liberals don't appreciate your sarcasm. they thought you were on their side.,NOT
74427,"@user @user 1 of 2) support chief's comments. i'd recommend reading excellent true crime book, in plain sight the kaufman county prosecutor murders"" - by kathryn casey. victims were all armed (da, very heavily) and prepared to ""protect themselves."" not about gun control, but...""",NOT
32034,@user @user @user i find it very offensive that you know what black people feel!! as a black not african because i was born in america want recognition then build your own stuff!!! it's the same with conservatives that cry about censorship  if you don't like the rules build your own house. http,OFF
80500,@user @user time these “antifa” thugs were made a proscribed organisation - or cleaned their act up. everyone has a right of protest - nobody has a right of extreme violent protest.,NOT
27384,"@user ok, on second thought, antifa wasn't even a thing when this was done (i don't think) but solidarity with israel"" shows that somebody is in denial of certain actions on israel's part.""",NOT
23916,@user @user the left doesn’t care. they victimize women and minorities for political gain. same story different democrat. lib tards walk away maga,OFF
25061,@user  protec c kaiser he is a fucking sweetheart and deserves the world godamn it,NOT
89343,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user just be careful because i got a suspension for using a meme that said gaf once!   mirror ....,NOT
93328,@user odd how conservatives keep getting exposed of being child fuckers.   thats why they're against abortion. more victims,OFF
84055,@user @user wow those liberals are so uncivil and full of hate. lick a witch http,OFF
71835,@user @user @user @user yes he is,NOT
68506,@user because she is in labour friends of israel ?,NOT
63730,@user @user @user explain to me where i said that wasn’t true. i know what due process means. i know when anyone goes to court over a crime like that it affects their lives. he is not exempt from the process or ridicule,OFF
92712,@user   how is it you had a document that all those women signed if you didn’t know anything about the accusation. sounds to me a cover up was planned. you are a disgrace to the office you hold,OFF
75284,@user just because some flaky pink hat wearing woman says so? try again. where’s the police records and the like. tired of liberals thinking they can lie to ruin someone’s life because they don’t like trump,OFF
98054,"@user @user @user @user @user @user good luck with that! i dont follow along with fascists like the resist movement and their apple and google overlords. i know what happened in ww2 and its the rhetoric they use that put us there. i dont need a god"" to see the hate spewed from antifa and how that is wrong.""",OFF
89258,@user i support your fight for justice and to hold those responsible accountable. the hypocrisy is beyond any moral standard. where’s the outrage. yet they hide behind the vail of gun control and leftists propaganda beginning with @user @user shame on them.,OFF
98324,@user because you are  pile of poo ,OFF
37519,@user olive love the pool at green beagle lodge when i am out of town! she is a good girl! http,NOT
80977,@user @user @user ann's a smart lady and she is absolutely right!   build the wall,NOT
74666,@user let’s not forget the treatment of sarah palin by these same california liberals. and now they say kavanaugh ‘s accuser is being bullied?,NOT
65552,@user @user @user what do you think 'gun control' is all about then? it cannot be about saving lives because it has been proven over and over again that the only sure way to protect people from bad guys with guns is having good guys with guns to fend them off!,NOT
50108,@user @user the brandon lewis express http,NOT
92336,@user why would someone be videoing ? inside job?  flushed face  asking for a friend . hope she is ok .,NOT
86871,@user @user sorry to say but you are ignorant and should not tweet something without some research. some of the ones that were arrested were seniors. they are all people that care enough about what is happening to go out to have their voices heard.,OFF
51015,bias blockers: the new glasses made for maga racists and homophobes — watch http http,OFF
34570,@user @user this coming from the soros militia. aren’t you the intellectual mind behind antifa?,NOT
49225,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user of course.  thanks for making my point.  antifa has no clue what fascism is.,NOT
30219,@user gutierrez: people died in puerto rico because gutierrez is a racist hispanic.,OFF
38450,@user nansbabh bitch stfu,OFF
64333,@user @user he is.,NOT
75964,@user 25th amendment ? comey and mulller with a  half roll of duct tape should be sufficient ..... just get the sorry sonofabitch away .,OFF
77236,@user @user @user i love donald trump our president of the usa..maga..,NOT
13049,@user @user sleazy and greasy!!!,OFF
36907,@user @user @user please take john harwood's pen away.  he is incapable of unbiased reporting.,OFF
94898,@user that shimmmy— ok ok ok. you are that bitch. lmao jk,OFF
55977,@user so many things i’ve created but this right here might be my favorite  loudly crying face  loudly_crying_face: broken heart  broken_heart:,NOT
53127,@user wow you are so beautiful ayumi,NOT
10304,@user whatever dude if you want to use antifa tactics you should meet the baton of the riot police,NOT
38990,@user did the view just exposed crooked hillary through omarosa?  face with tears of joy  face_with_tears_of_joy: rolling on the floor laughing  rolling_on_the_floor_laughing:,NOT
18045,@user @user @user only when u vote out the liberals &amp; ndp!,NOT
81140,@user an obvious last minute liberal ploy to delay confirmation. more dirty tricks since the liberals lost the previous election.,NOT
50874,@user crazy freaking liberals,OFF
74642,@user @user one of my punk rock friends in nyc is always getting weird hate mail. he posted about it and in the comments someone used a j-hope gif. of course i had to explain who he is. i love how people use their gifs and have no clue face with tears of joy  face_with_tears_of_joy:,NOT
48909,@user @user you just described all the liberals! that's not what i said! president trump unlike obama loves this country his actions prove it he's for the growth of america not the destruction!,NOT
45774,@user  @user  bohot bohot badhai bhuvan bhai for surpassing 10 million subscribers milestone  you are one man army  first youtuber from india jisne apne dum par 10 million subscribers pass kiye  and hope this good news may help your father for his speedy recovery http,NOT
19230,@user the global elitists never thought you would win. just like our trump. america knows your truth and knows how you are trying to help your citizens. stay strong. america knows and supports you. the nwo will never win!,NOT
19257,@user you are the real disney princess,NOT
12490,@user @user @user are you fucking serious?  i am italian!  talk to my father who was born in sicily of your ridiculous notions.  you're an idiot!  why do you think the left as antifa?  stands for anti-fascism!  dictators are right wing!,OFF
85051,@user @user @user the most ironic thing is. the dems hasten their own demise while empowering their executioners.   do they think once this monster is unleashed that it will not turn on them first?  maga wwg1wga written by antifa terrorists  backhand index pointing down  backhand_index_pointing_down: backhand index pointing down  backhand_index_pointing_down: backhand index pointing down  backhand_index_pointing_down: backhand index pointing down  backhand_index_pointing_down: backhand index pointing down  backhand_index_pointing_down: backhand index pointing down  backhand_index_pointing_down: http,OFF
12670,@user @user you are a liar ed. you have always been a liar. the people in puerto rico lives in squalor. govt officials hid supplies sent. miss reported death toll due to hurricane. stop lying!,OFF
44915,@user @user both of them.....,NOT
46362,@user on reflection if you meant 12.47 am you are indeed fucked,OFF
87668,@user @user now the woman has not responded to many attempts to be contacted about whether or not she is going to show up monday to testify. i thought she wanted to “ be heard” all of a sudden!,NOT
31456,@user yep! she texted me to call her and when i did she told me i was fired like wtf,NOT
64664,2 hours at midnight and she said she is not a call girl?  -awkward!,OFF
48196,@user @user i so hope you are a real person because this is a perfect tweet.,NOT
42543,@user austin rogers? yay!!!!  he is a favorite.  so glad we will be seeing him again.,NOT
88589,@user correction: antifa - peaceful protesters,NOT
66026,@user what about this woman  .funny i dont see liberals fighting for her... http,NOT
32493,".@user - thank you to everyone who has supported me through this difficult time. i can’t express eloquently enough what your kindness has meant to my family and me. here are my thoughts on threats against conservatives and what is at stake."" http",NOT
11293,@user at what point does the lib playbook turn to dust after repeating the same bs over and over?,NOT
16525,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user exactly that’s what liberals don’t understand we will die for our loved ones,NOT
21487,@user get that shit off my phone bono - i’ll never forgive you,OFF
41357,@user @user @user i didn't know if it was a guy or girl at first.  but she is definitely the most un-charismatic person i've ever seen hosting any type of show.,NOT
48494,@user what’s the first thing you are going to do?,NOT
74575,@user @user endless dreg here... grinning face  grinning_face: grinning face  grinning_face:@user  united states  united_states: united states maga    &gt;&gt;&gt;&gt;&gt; @user &lt;&lt;&lt;&lt;&lt;&lt; pervert supreme of society,OFF
33006,@user @user he is probably dying due to dog fumes face with tears of joy ,NOT
12151,talk like a pirate day   uk scurvy pirate @user plundered 1950s women 's state pension chest &amp; refuse to parlay  marooned us with no gold doubloons only wormy biscuits  1950sborn women will sail alongside blast a broadside &amp; make them walk plank  balance scale   back to 60 one voice http,NOT
94088,"@user @user @user @user i feel like generally the principle i would use is punching up""  if you're taking people down then good. if you're like...just giving them a bigger audience then welp, you done f'ed up  i would compare it to antifa stuff (i mean, that is in fact what it is)""",NOT
25913,@user did this happen when she played her sister? “mom!!!! serena beat me over my head with the tennis racket again.”  “ now. now. mommy will bake you some cookies and tell you how your sister is marginalizing your existence.”,OFF
50275,@user look at how shamelessly liberals lie to destroy a man's life...,OFF
18410,@user @user the same thing happened when australia introduced gun control. just rename the unemployment line to gun deaths and remove the stock market line and you've got a graph that represents it. also change the before and after.,NOT
65605,@user so these parkland students are a joke they were hijacked from sanity by these gun control freakazoids at the get-go and their parents let them,NOT
78784,@user left!!! http,NOT
38349,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user thanks in advance for the follow back,NOT
28515,@user @user why wasn't we given the chance to change our minds for 43years also if we have another vote and you win can we change our minds again or will all changing of minds be banned when you get your way,NOT
86872,@user @user someone should lock her up she is nothing but a bitter and twisted old cow,NOT
62085,@user does he know who you are? lol,NOT
17234,@user i totally disagree with this. i can never tell which way he is leaning on an issue. he gives the news and asks the questions. nothing against chris wallace or shep.,NOT
62109,@user @user then why is america succeeding under president trump.,NOT
96658,analysis | devin nunes explains ‘antifa’ and ‘all of these riots’: ‘we’re winning’ - the washington post ⁦@user traitor vote him out  http,NOT
41368,@user shocking.  consider most of the country wants smart gun control. not the wild wild west like you espouse.,OFF
98141,"yemen's mukalla, once overrun by al-qaeda, tries gun control. “in other places, manhood is proven by carrying weapons. @user http",NOT
58403,@user good,NOT
97189,6. she's a fucking icon. a legend. a genius. that bitch.   she is queen.   crown  crown: crown  crown: @user nick id ago at http,OFF
67963,@user @user @user he is awful. and so smug.,OFF
18923,"i believe christine and stand behind her bravery, which makes her a target of cruel and hideous conservatives"" who will do anything to get kavanaugh on the sc. women are watching this ain't 1991, fellas! vote them out http",NOT
76805,@user @user yeah like conservatives are synonymous with truth telling. pleeease.,NOT
37408,"@user @user @user name them. who are these conservatives"" who are driving this dump truck of yours, and when they were passionate about deficits. name them. who are they?""",NOT
11496,"@user @user @user @user @user gun control has nothing to do with taking away rights""  as long as you agree to the stipulations you put in place.""",NOT
71133,@user you are welcome.  thumbs up ,NOT
29684,@user actually it seems more specific than that. it appears the cbc is saying opposing gun control is the same as covering up child molestation in the catholic church. wtf??,OFF
22610,@user do you think he should be impeached ? maga http,NOT
35616,@user have you noticed how racist the media is they only show the black players kneeling and no one every complains about that ?,NOT
18445,@user consider this source ... @user is a supreme ass kissing douche bag.,OFF
15001,@user everyone in washington including john heinz is being uncovered as the corrupt elites they are...like cockroaches running from the light.,OFF
64434,"@user @user @user @user @user and is completely unconstitutional. if the state deems you are not a criminal and therefor have not relinquished your right to bear arms, they have no right to regulate who is competent"" or ""skilled"" enough to own one. once again, it is not the same as driving a car.""",NOT
44205,@user he passes the ball to keita instead should have actually shot and we would not be having any discussion. if anything he is quite selfless,NOT
59710,@user what if she was crying because of the way williams was treated? / because women are treated diff on the court and she is sick of that detracting from her and other women’s achievements on the court?,NOT
78835,@user @user he is on the practice squad and they did sign soldier to play lt.  granted i would of preferred they did more on the ol but they made changes.,NOT
81009,panic in dc - sessions sent letter to supreme court re: direction for him to unrecuse himself...  wwg1wga q a non @user maga walk away @user @user @user @user @user @user @user @user @user @user http,NOT
61243,58 factory workers massacred in salt lake city with intratec mac-11. the nra blames gun control laws.,NOT
77890,@user his ego gets in the way. he is not a great coach. good but not great. there are several coaches that could win with the talent at auburn.,NOT
12810,@user wait for it. the dims are going to preach gun control....,NOT
87655,update chuck schumer’s steamy affair with a high school cheerleader conf... http via @user well someone said it so it must be true! chickschumer should resign k avena ugh thursday thoughts friday feeling dem dirty trick maga resist fbi should investigate,OFF
64648,never give in/ never give up the fight maga http,NOT
85083,@user you 100% believe ab would be the player he is today without big ben?,NOT
22968,@user @user liberals are in full meltdown today...fun to watch...,NOT
80694,@user @user dr merck just following orders. abysmal little pharma troll he is.,OFF
69136,@user @user @user he is such an arrogant creep... believes he is god’s gift to politics,OFF
77585,@user @user democrats gun control and mass shootings data determined to be fraudulent.  democrats are liars once again.  http,OFF
91767,@user @user @user @user @user i think alt right is going to burn their jeans next ...  http,OFF
92240,@user you're very welcome! there are some incredible bloggers i have connected with on here!,NOT
70628,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user followed all! please follow back! maga kag red wave rising confirm kavanaugh walk away follo4follo trump train,NOT
16983,@user @user @user @user and democrats are out here trying to have policies of gun control. try watching other news outlets other than fox.,NOT
80031,@user certainly does http,NOT
15030,@user radicalism? seriously? let’s see your so called resist movement gave birth to antifa thugs who run around trying to sow chaos &amp; stifle free speech! @user has created a dialogue in this country that addresses the division and corruption already plaguing this country.,NOT
64611,@user @user if you want societal dregs - take a look at antifa,NOT
99157,@user @user @user would have been far cheaper to relocate jobless/homeless to bulgaria where property is super cheap &amp; many speak english. you prefer the expensive brexity way. you're governing. i wouldn't do it that way. ref was non-binding call for opinion. disregard it. was 50/50 near enough.,NOT
81906,@user fuck me daddy,OFF
34020,@user and apparently serena’s cheating and temper tantrum was the only pathway to this endeavor.,NOT
28774,deep state @user @user @user @user @user you are going down! maga red wave rising red wave walk away from democrats walk away walk awaymarch  make this viral http,OFF
91438,@user i. am. read. e! http,NOT
74761,@user @user made me smile.  beaming face with smiling eyes  beaming_face_with_smiling_eyes: beaming face with smiling eyes  beaming_face_with_smiling_eyes: beaming face with smiling eyes  beaming_face_with_smiling_eyes:,NOT
48464,@user remember when liberals were called the snowflakes? conservatives now have the sads about a hollywood award show.,NOT
17716,@user @user @user i hope you didn’t just invite antifa. good luck &amp; be safe.,NOT
88741,@user all that shit was hers http,OFF
50443,@user yeah we do legitamately need better mental health treatment in the us (not to say that's a replacement for stronger gun control),OFF
26490,"@user @user @user @user also cancel school debt"" is the most stupid of all of her ideas. and far left idea of free college is bigoted idea. no wonder conservatives call us ""elitists"". who is going to pay for technical/trade schools 4 those who are not ""book smart""?  crazy!""",OFF
17750,@user liberals will blame the nra before they blame the lunatic that ended the life of 3 innocent individuals.,NOT
75022,&amp; you are myy brotherr red heart  red_heart: http,NOT
79659,@user @user ummm last time we checked chicago already has gun control... the atrocious gun violence didnt start with trump...,NOT
30343,@user you are gorgeous,NOT
32463,@user i’d rather be buried alive,OFF
75221,@user @user @user he is an incredible leader and a true hero. thank you chef. @user,NOT
26624,@user @user no real american would watch this crap,OFF
65624,@user @user still you are very good. but i’m down to play. scared money don’t make money they say.,NOT
79628,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user you are way too generous,NOT
64656,@user why not move south? why is it always a lilly white northern country liberals want to move to? could it be racism?  ok hand medium dark skin tone ,NOT
15927,@user i'll be looking for you on here election night...make sure you are on twitter.,NOT
67824,"@user open a case"" 4-this:  john kerry: ""obama &amp; i *knowingly  *funded *terror""  55 billion $$$ with a ""b"" !!  god bless trump maga kag deep state .. (full link: http .. http",OFF
85764,@user @user @user i told u that wont work.  there will be another ccp. if the gop collapses and becomes a rump party the liberals will grow until the democratic party splits in the middle into conservative tendency democrats and liberal tendency democrats.,NOT
50839,@user @user you have no right to assume she is telling anything less than the truth. because you side with kavanaugh says more about you than him. i hope the voters in your state understand than you will always side with him. and consequently always side against her. shame on you!vote blue,NOT
28829,q a non liberals are like monkeys throwing their own shit at everything,OFF
40700,"@user my husband is getting his phd in physics while i'm getting mine in chemistry. we usually get the wide-eyed recoil that clearly says, you are not normal humans, and i can have nothing in common with you."" followed by the polite excuse to stop talking with us.""",NOT
73607,@user @user @user @user you forgot to tag your bulletproof bullshit mate @user .  you got sucked into the vortex tom and now you are drinking all the koolaid.,OFF
75575,@user @user @user @user @user only people that own guns get a say on what to do about gun control.,OFF
51766,@user many thanks to karel in banquet services - he is treating our ona student newsroom team sooooo well. we really appreciate the whole team!,NOT
47621,"@user authoritarianism is terrifying and destructive. right now the conservatives are authoritarian neo-liberals. fascism is right wing, not left-wing. centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular.""",OFF
99077,@user bitter barack. that says it all,NOT
84715,@user she has not been coached well enough yet.  this whole thing is a scam to delay a vote so that it is a midterm election talking point.  conservatives should make it a non issue by turning out in record numbers to support maga agenda and candidates.,NOT
58516,"@user never trumper uses brain for first time, wakes up to the fight maga community has been waging for two years.""""",NOT
47261,@user omg jin’s laugh makes me wanna laugh my whole life. he is so adorable,NOT
51570,@user obama’s and dems passed affordable care without senate majority so gun control could have happened,NOT
81995,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user it would,NOT
33182,@user your dad is my idol an he is raising to amazing young men,NOT
30135,"@user @user @user right now is the most convenient time for a possible"" wrinkle to thrown at conservatives. dems have whined and cried and stomp their feet and thrown tantrums until the rest of america that may have trusted them definitely dont now. theyre lying snakes and they deserve nothing.""",NOT
97874,@user don’t believe that.,NOT
89986,1 year ago today cherry oakwood radio hostess went home to be with god. she is… http,NOT
